3.000000	1.000000
3.050000	1.266667
3.100000	1.525137
3.150000	1.775939
3.200000	2.019560
3.250000	2.256448
3.300000	2.487019
3.350000	2.711655
3.400000	2.930710
3.450000	3.144513
3.500000	3.353367
3.550000	3.557557
3.600000	3.757344
3.650000	3.952973
3.700000	4.144673
3.750000	4.332655
3.800000	4.517117
3.850000	4.698246
3.900000	4.876213
3.950000	5.051182
4.000000	5.223304
4.050000	5.392722
4.100000	5.559568
4.150000	5.723969
4.200000	5.886042
4.250000	6.045898
4.300000	6.203641
4.350000	6.359371
4.400000	6.513178
4.450000	6.665152
4.500000	6.815373
4.550000	6.963920
4.600000	7.110867
4.650000	7.256283
4.700000	7.400234
4.750000	7.542782
4.800000	7.683987
4.850000	7.823904
4.900000	7.962586
4.950000	8.100084
5.000000	8.236446
5.050000	8.371717
5.100000	8.505941
5.150000	8.639157
5.200000	8.771407
5.250000	8.902726
5.300000	9.033150
5.350000	9.162713
5.400000	9.291448
5.450000	9.419384
5.500000	9.546551
5.550000	9.672977
5.600000	9.798690
5.650000	9.923713
5.700000	10.048072
5.750000	10.171790
5.800000	10.294889
5.850000	10.417391
5.900000	10.539316
5.950000	10.660684
6.000000	10.781513
6.050000	10.901821
6.100000	11.021625
6.150000	11.140943
6.200000	11.259789
6.250000	11.378180
6.300000	11.496129
6.350000	11.613651
6.400000	11.730759
6.450000	11.847466
6.500000	11.963784
6.550000	12.079726
6.600000	12.195302
6.650000	12.310525
6.700000	12.425404
6.750000	12.539951
6.800000	12.654174
6.850000	12.768083
6.900000	12.881687
6.950000	12.994996
7.000000	13.108018
7.050000	13.220761
7.100000	13.333232
7.150000	13.445440
7.200000	13.557392
7.250000	13.669095
7.300000	13.780556
7.350000	13.891781
7.400000	14.002777
7.450000	14.113550
7.500000	14.224107
7.550000	14.334452
7.600000	14.444592
7.650000	14.554531
7.700000	14.664276
7.750000	14.773831
7.800000	14.883201
7.850000	14.992390
7.900000	15.101405
7.950000	15.210248
8.000000	15.318924
8.050000	15.427437
8.100000	15.535792
8.150000	15.643992
8.200000	15.752041
8.250000	15.859943
8.300000	15.967701
8.350000	16.075319
8.400000	16.182801
8.450000	16.290148
8.500000	16.397365
8.550000	16.504455
8.600000	16.611421
8.650000	16.718265
8.700000	16.824990
8.750000	16.931599
8.800000	17.038095
8.850000	17.144481
8.900000	17.250758
8.950000	17.356929
9.000000	17.462997
9.050000	17.568963
9.100000	17.674831
9.150000	17.780602
9.200000	17.886279
9.250000	17.991863
9.300000	18.097356
9.350000	18.202761
9.400000	18.308079
9.450000	18.413312
9.500000	18.518462
9.550000	18.623531
9.600000	18.728520
9.650000	18.833432
9.700000	18.938266
9.750000	19.043027
9.800000	19.147713
9.850000	19.252329
9.900000	19.356874
9.950000	19.461350
