2.000000	2.718282
2.004000	2.723718
2.008000	2.729166
2.012000	2.734624
2.016000	2.740093
2.020000	2.745573
2.024000	2.751065
2.028000	2.756567
2.032000	2.762080
2.036000	2.767604
2.040000	2.773139
2.044000	2.778685
2.048000	2.784242
2.052000	2.789811
2.056000	2.795390
2.060000	2.800981
2.064000	2.806583
2.068000	2.812196
2.072000	2.817820
2.076000	2.823455
2.080000	2.829102
2.084000	2.834760
2.088000	2.840429
2.092000	2.846110
2.096000	2.851802
2.100000	2.857505
2.104000	2.863220
2.108000	2.868946
2.112000	2.874684
2.116000	2.880433
2.120000	2.886193
2.124000	2.891965
2.128000	2.897749
2.132000	2.903544
2.136000	2.909351
2.140000	2.915169
2.144000	2.920999
2.148000	2.926840
2.152000	2.932694
2.156000	2.938559
2.160000	2.944435
2.164000	2.950324
2.168000	2.956224
2.172000	2.962136
2.176000	2.968060
2.180000	2.973995
2.184000	2.979943
2.188000	2.985902
2.192000	2.991873
2.196000	2.997857
2.200000	3.003852
2.204000	3.009859
2.208000	3.015878
2.212000	3.021909
2.216000	3.027952
2.220000	3.034008
2.224000	3.040075
2.228000	3.046155
2.232000	3.052246
2.236000	3.058350
2.240000	3.064466
2.244000	3.070594
2.248000	3.076735
2.252000	3.082888
2.256000	3.089053
2.260000	3.095230
2.264000	3.101420
2.268000	3.107622
2.272000	3.113836
2.276000	3.120063
2.280000	3.126302
2.284000	3.132554
2.288000	3.138819
2.292000	3.145095
2.296000	3.151385
2.300000	3.157687
2.304000	3.164001
2.308000	3.170328
2.312000	3.176668
2.316000	3.183020
2.320000	3.189385
2.324000	3.195763
2.328000	3.202154
2.332000	3.208557
2.336000	3.214973
2.340000	3.221402
2.344000	3.227844
2.348000	3.234299
2.352000	3.240766
2.356000	3.247247
2.360000	3.253740
2.364000	3.260247
2.368000	3.266766
2.372000	3.273298
2.376000	3.279844
2.380000	3.286402
2.384000	3.292974
2.388000	3.299559
2.392000	3.306157
2.396000	3.312768
2.400000	3.319392
2.404000	3.326030
2.408000	3.332681
2.412000	3.339345
2.416000	3.346022
2.420000	3.352713
2.424000	3.359417
2.428000	3.366135
2.432000	3.372866
2.436000	3.379610
2.440000	3.386368
2.444000	3.393139
2.448000	3.399924
2.452000	3.406723
2.456000	3.413535
2.460000	3.420361
2.464000	3.427200
2.468000	3.434053
2.472000	3.440920
2.476000	3.447800
2.480000	3.454694
2.484000	3.461602
2.488000	3.468524
2.492000	3.475459
2.496000	3.482409
2.500000	3.489372
2.504000	3.496349
2.508000	3.503340
2.512000	3.510345
2.516000	3.517364
2.520000	3.524398
2.524000	3.531445
2.528000	3.538506
2.532000	3.545581
2.536000	3.552671
2.540000	3.559774
2.544000	3.566892
2.548000	3.574024
2.552000	3.581171
2.556000	3.588331
2.560000	3.595506
2.564000	3.602695
2.568000	3.609899
2.572000	3.617117
2.576000	3.624349
2.580000	3.631596
2.584000	3.638858
2.588000	3.646134
2.592000	3.653424
2.596000	3.660729
2.600000	3.668048
2.604000	3.675383
2.608000	3.682731
2.612000	3.690095
2.616000	3.697473
2.620000	3.704866
2.624000	3.712274
2.628000	3.719696
2.632000	3.727134
2.636000	3.734586
2.640000	3.742053
2.644000	3.749535
2.648000	3.757032
2.652000	3.764544
2.656000	3.772071
2.660000	3.779613
2.664000	3.787170
2.668000	3.794742
2.672000	3.802330
2.676000	3.809932
2.680000	3.817550
2.684000	3.825183
2.688000	3.832831
2.692000	3.840494
2.696000	3.848173
2.700000	3.855867
2.704000	3.863576
2.708000	3.871301
2.712000	3.879041
2.716000	3.886797
2.720000	3.894568
2.724000	3.902355
2.728000	3.910157
2.732000	3.917975
2.736000	3.925809
2.740000	3.933658
2.744000	3.941523
2.748000	3.949403
2.752000	3.957300
2.756000	3.965212
2.760000	3.973140
2.764000	3.981083
2.768000	3.989043
2.772000	3.997019
2.776000	4.005010
2.780000	4.013017
2.784000	4.021041
2.788000	4.029080
2.792000	4.037136
2.796000	4.045207
2.800000	4.053295
2.804000	4.061399
2.808000	4.069519
2.812000	4.077655
2.816000	4.085808
2.820000	4.093977
2.824000	4.102162
2.828000	4.110363
2.832000	4.118581
2.836000	4.126815
2.840000	4.135066
2.844000	4.143333
2.848000	4.151617
2.852000	4.159917
